hash,filename,cadical_hack_gb,CaDiCaL_PriPro,CaDiCaL_PriPro_no_bin,CaDiCaL_PriPro_no_bin_no_proof,CaDiCaL_PriPro_no_proof,CaDiCaL_rp,CaDiCaL_sc2021,Cadical_SCAVEL01,Cadical_SCAVEL02,CaDiCaL_Stability_HC,cadical_watch_sat,clasp_336_HC_no_proof,clasp_336_HC_no_proof_crafty,clasp_336_HC_no_proof_frumpy,clasp_336_HC_no_proof_handy,clasp_336_HC_no_proof_jumpy,clasp_336_HC_no_proof_many,clasp_336_HC_no_proof_trendy,clasp_336_HC_no_proof_tweety,CleanMaple,CleanMaple_no_proof,CleanMaple_PriPro,CleanMaple_PriPro_no_proof,cms_expV_gbL,hCaD,hCaD_psids,hKis,hKis_psids,hKis_unsat,kissat_bonus,kissat_cf,kissat_crvr_gb,kissat_gb,Kissat_MAB,Kissat_sc2021_default,Kissat_sc2021_sat,Kissat_sc2021_sweep,lstech_maple,Maple_MBDR_BJL6_Tier2,Maple_MBDR_BJL7_Local,Maple_MBDR_Cent_PERM_10K,Maple_MBDR_Cent_PERM_75K,Maple_simp21,MapleSSV,MergeSat,MergeSat_nosimp,MergeSat_unsat,optsat_m21,optsat_R21,ParaFROST,ParaFROST_NoMDM,Relaxed_LCFTP,Relaxed_LCFTP_V2,Relaxed_LCFTP_V3,Relaxed_LCMDCBDL_BLB,Relaxed_LCMDCBDL_SCAVEL01,Relaxed_LCMDCBDL_SCAVEL02,SLIME_hess_no_rnd,SLIME_hess_rnd,SLIME_no_hess_no_rnd,SLIME_no_hess_rnd
b655faa69774192a80d9e2a2bc602ce4,Kakuro-easy-115-ext.xml.hg_5.cnf.xz,1244.54,236.671,224.154,223.141,223.31,246.733,515.838,173.756,536.789,628.549,412.833,50.6155,115.137,661.49,326.683,144.623,50.3593,50.3146,98.1092,1539.33,1536.43,2090,2076.49,789.548,219.59,1250.81,93.186,1625.64,157.306,1377.07,151.982,99.8033,119.257,199.354,103.139,338.415,349.933,222.961,506.385,299.481,426.308,412.552,354.201,500.931,148.397,150.037,149.426,263.299,371.668,422.539,454.123,422.138,596.215,303.643,279.471,369.304,469.898,323.999,368.175,323.08,469.434
b72179b73f013a009f4bb68c4bf31c8b,Kakuro-easy-104-ext.xml.hg_6.cnf.xz,108.695,41.2054,41.126,40.3574,40.561,322.038,153.309,354.694,248.96,438.502,140.891,49.2471,21.3644,293.435,73.1169,52.1364,49.2342,48.7794,42.3594,897.458,922.732,990.215,988.666,542.074,40.8449,325.03,27.4574,1358.64,72.2225,625.456,24.2077,80.986,72.1339,90.4383,77.2624,77.6316,80.2409,148.607,182.546,177.649,312.763,320.701,225.107,351.472,130.076,127.994,127.642,174.949,243.199,190.801,113.845,213.29,201.559,266.304,155.456,250.7,178.551,198.654,325.433,198.334,230.062
b83b05e814486aaedb19da69fb35ece1,satch2ways14u.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,2047.23,2325,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,1725.88,timeout,timeout,764.499,84.1448,1260.89,932.262,742.473,836.1,788.049,1514.25,820.86,575.784,499.607,911.816,1549.64,887.672,1222.88,1241.24,1876.38,2239.36,failed,failed,failed,4432.62,1848.27,1049.99,743.88,1975.03,2745.55,3086.17,968.252,1476.79,timeout,1849.94,2744.74,1142.89,4694.67
b88d206fb35ef87bd7ec5d4a1430ae0c,20-100-p100-55_sat.cnf.xz,1845.75,1548.04,1552.58,1546.21,1536.93,3177.97,650.188,507.909,1516.69,1537.16,1514.12,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,2622.21,444.074,1888.47,474.168,2913.93,1821.71,2025.57,1554.99,1289.54,61.0215,317.985,704.887,371.087,673.509,297.523,831.234,2062.53,1593.89,1682.62,469.096,390.429,3903.98,3921.97,2675.46,501.892,1359.62,1723.22,1130.84,1170.03,1187.02,677.457,2147.05,1502.72,1220.7,1184.46,833.682,1136.75,3329.91
b9ed6fd14f4fc969ec966a4b54c36872,n320p5q2_n.apx_16.cnf.xz,103.566,104.484,105.816,103.471,104.761,83.5413,31.3563,1046.47,timeout,47.7519,40.0033,26.1327,2.6064,5.15038,2.37292,30.1183,26.0738,26.1513,8.69486,1658.11,1653.15,697.456,748.338,139.448,249.311,0.150519,8.34088,59.5525,157.429,25.5441,29.1052,93.9702,232.848,6.96608,27.5745,7.04373,28.0259,59.8909,129.538,141.036,100.37,100.541,75.1739,52.0647,10.0702,10.1624,10.2466,75.1572,1.10679,1.42989,69.5692,108.982,52.4101,167.778,55.7109,121.209,42.7304,46.4602,48.1495,47.3519,60.6459
bc5b6fdc1a75e144e42d68c0fba444ad,SC21_Timetable_C_181_E_34_Cl_12_S_8.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,failed,failed,failed,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
bd294be907fd8ca6cbc3f4648bfdc6cd,MVD_ADS_S9_6_6.cnf.xz,1.51918,2.47725,2.43801,2.44884,2.44679,1.52603,1.50034,353.276,3483.13,1.53353,1.99311,270.236,275.364,148.069,276.367,271.837,269.121,276.956,163.808,timeout,timeout,timeout,timeout,1.45118,1.39726,1.83495,1.23647,1.3779,1.83908,1.95026,1.24514,1.1292,1.11363,1.56367,3.16643,2.79738,3.12609,856.896,855.078,870.398,987.422,1015.6,829.181,880.819,1.0439,1.04549,1.03628,826.572,827.299,85.0458,92.1113,911.132,895.7,895.062,861.557,853.771,timeout,899.258,915.14,909.691,907.468
bd9c3ce8c75df3a94eda414514ac5b3a,php14e14.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
bdc4dfc5ebf0274dcb18dd236773fcfa,sum_of_3_cubes_94_bits_30.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,failed,failed,failed,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
be6c656f34ba9ada4bb10a2182a6fa88,vlsat2_142_6781.cnf.xz,timeout,1964.7,1962.54,1952.12,1950.17,2958.66,timeout,1935.69,timeout,3514.18,3820.79,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,1325.94,980.67,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,4022.05,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
bf423e868f17d482233adb880abfb92a,sp5-26-19-bin-stri-flat-noid.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,3286.95,timeout,timeout,timeout,timeout,timeout,308.782,timeout,3922.79,timeout,timeout,timeout,2787.61,timeout,timeout,timeout,timeout,1027.69,timeout,timeout,timeout,timeout,592.739,timeout,timeout,timeout,1483.39,434.306,timeout,timeout,timeout,1183.52,273.556,651.117,2949.08,1744.55,4335.28,871.927,4362.77,4264.45,timeout,timeout,4524.2,timeout,3624.17,1105.84,2909.9,2967.36,timeout,411.553,2163.04,1889.4,3609.18,351.534,timeout
bf86868ef6662a4984e5d5504b01193e,string_compare_safety_cbmc_unwinding_930.cnf.xz,1857.6,1571.41,1571.43,1542.45,1551.13,1571.08,1264.22,1477.14,2383.27,2017.47,1624.37,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,4414.5,1584.08,1392.21,1844.19,2026.73,1663.99,1449.21,1611.91,1826.91,2061.58,2361.53,2266.59,3234.19,2428.57,3119.13,4488.99,4193.64,4477.03,4509.31,3381.37,4150.41,failed,failed,failed,3341.65,3758.66,timeout,timeout,timeout,4602.15,4590.5,timeout,3804.47,timeout,timeout,timeout,4677.16,timeout
c07b76b106bb3c412377bc2564b93022,Sz512_15128_1.smt2.cnf.xz,2457.32,424.337,421.143,430.937,414.81,484.808,404.335,62.9801,431.123,2232.84,416.604,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,1845.03,62.4592,429.44,942.493,1117.06,323.312,1770.75,1699.42,51.5652,1841.43,441.649,260.134,535.66,136.153,1251.67,1629.75,1207.58,timeout,792.006,480.433,4367.77,failed,failed,failed,475.322,493.042,263.131,526.55,524.43,1045.62,2618,1647.94,898.706,425.896,1168.89,525.831,2587.59,1883.32
c08b00ee4667b900f38c60ea521be6e7,ktf_TF-3.tf_4_0.04_48.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,failed,failed,failed,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
c0c075a8f79bc59293c30651afc71b33,edit_distance025_449.cnf.xz,881.543,3198.14,3225.96,3188.09,3239.57,timeout,4981.56,4096.78,timeout,1328.9,4126.75,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,2496.45,timeout,timeout,timeout,timeout,4538.29,1964.55,660.537,1919.52,763.097,1731.57,709.856,1055.06,1049.79,3734.04,timeout,3138.13,3135.03,timeout,timeout,4056,728.14,2818.2,1050.7,1283.3,660.697,2178.11,1015.08,410.106,591.991,1004.72,759.013,1094.56
c1484d43c95d76184dbe50ac5fc98854,satch2ways17w.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,failed,failed,failed,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
c1c25b65adbd9fdde56cd489ab557e71,spg_300_312.cnf.xz,66.7853,1429.46,1379.06,1399.27,1371.69,180.605,128.714,252.453,439.35,97.2241,124.673,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,312.817,307.978,703.204,452.677,1097.5,134.535,70.0661,172.429,47.7656,519.741,44.8529,1377.59,269.893,48.8034,47.8491,156.639,349.471,44.1994,37.888,38.4788,38.7168,70.8375,timeout,failed,failed,failed,71.871,71.0909,58.0548,50.6282,61.9098,53.4628,116.902,1969.23,85.1983,48.2179,90.0388,186.723,86.3114,515.422
c3d8096db125f4bade48cfd0dcf441f3,SE_PR_stb_531_83.apx_1.cnf.xz,stb_531_83.apx_1.cnf.xz,357.317,117.85,123.188,117.769,121.97,480.536,79.2861,931.828,175.719,481.858,605.675,1820.93,1143.2,421.01,582.353,2223.9,1871.69,1760.77,635.344,timeout,timeout,timeout,timeout,39.7566,timeout,134.788,420.105,222.778,149.769,346.549,39.3157,122.87,14.6369,126.671,127.173,55.7969,128.997,59.372,307.913,287.224,249.925,244.656,408.549,427.99,262.816,262.58,1126.51,404.28,435.526,137.243,90.2455,333.01,342.451,416.261,830.169,13.3199,1669.38,0.170158,0.171815,0.171073,0.17051
c401fc09cf0d3fb666cd80dd38f9757d,Mycielski-11-hints-1.cnf.xz,1481.38,1121.01,1113.35,1102.94,1095.37,1345.2,1010.2,1460.18,2506.86,1459.77,1443.9,2360.56,1515.33,868.598,2063.14,4559.16,2075.1,3049.54,timeout,2217.64,2210.86,timeout,timeout,501.229,1519.1,1195.2,578.834,521.182,514.281,507.14,557.072,546.734,518.78,426.529,840.997,773.194,795.034,412.371,439.247,414.698,423.662,423.087,345.322,306.1,164.857,164.004,158.818,433.283,355.85,659.456,613.008,397.688,532.145,600.836,318.217,402.395,436.053,371.502,419.524,362.068,383.078
c41c74f316a2067cc19708ce982d960a,WS_400_16_90_70.apx_0.cnf.xz,464.637,193.351,207.151,194.148,197.201,400.258,107.733,427.18,445.317,409.271,416.047,69.4914,74.6271,96.8903,86.8662,108.359,69.2751,69.4817,125.39,641.557,645.293,688.783,683.346,210.679,351.14,421.028,225.142,308.638,282.864,418.465,299.806,292.51,297.002,316.603,102.093,91.8346,104.511,162.292,203.599,214.24,197.792,188.672,169.335,108.287,331.525,332.98,341.637,168.295,167.761,313.376,320.654,286.489,367.617,284.025,102.504,194.298,871.511,174.32,195.249,167.627,183.463
c50dd1b0f41a1adcdfed8d663add9428,20-100-lambda100-65_sat.cnf.xz,28.3403,7.82106,7.81137,7.72858,7.76596,75.5017,77.5801,100.98,93.1646,23.1369,78.0266,93.4719,558.744,timeout,974.355,906.383,96.85,91.931,226.478,586.763,586.085,323.846,323.53,110.876,71.7283,84.4747,10.2765,70.373,89.5721,305.066,63.1808,40.7308,87.1931,30.7625,78.9339,58.937,80.7329,33.2104,141.729,130.636,132.643,130.785,50.1847,75.2476,failed,failed,failed,69.7102,77.9045,97.2645,133.734,125.712,158.994,121.915,52.9194,265.94,154.602,140.313,117.8,99.3472,105.371
c52ad9f8fec393a1f4b421aa14af75d3,at-least-two-vmpc_26.cnf.xz,vmpc_26.cnf.xz,736.119,452.89,437.32,444.447,444.945,1184.53,913.952,800.082,2124,913.72,773.799,993.968,333.71,403.822,696.083,480.998,1005.88,1011.53,630.914,855.651,856.178,849.512,846.483,228.371,817.919,468.946,1472.84,758.065,827.743,843.376,1552.94,1446.8,1550.84,634.69,447.752,504.581,455.638,215.808,200.075,202.897,226.757,222.842,157.882,168.767,213.454,217.512,258.01,165.448,178.127,740.433,667.634,278.475,211.892,266.602,130.946,275.276,4748.71,204.824,181.493,205.919,176.914
c5905895a64fbbfb8a60b18bf77b7054,puzzle60_sat.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,failed,failed,failed,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
c5ae0ec49de0959cd14431ce851c14f8,Circuit_multiplier22.cnf.xz,780.882,1111.03,1111.31,1093.38,1098.09,404.147,435.566,616.561,443.659,25.5498,92.4003,830.641,1394.77,2791.84,27.6598,22.2057,977.209,976.32,38.4051,1765.57,1770.58,445.417,443.398,120.89,149.917,770.969,67.1157,1045.71,1197.05,807.472,272.62,2188.04,623.131,935.85,211.741,1774.41,633.012,1863.1,320.882,244.388,58.1578,643.826,199.59,116.523,773.483,773.439,2362.86,193.303,192.008,34.8958,109.4,507.475,653.235,210.879,676.676,449.142,2871.71,418.778,177.67,153.97,642.499
c689bbf889022255138ab00f59a545b1,b2005-p5-14x14c17h9-Ser5-0.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
c7a473fd916048e8d98f012294074328,edit_distance023_283.cnf.xz,670.759,182.291,181.229,177.252,178.992,3619.86,220.294,193.37,1154.54,694.626,709.149,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,234.698,4195.77,488.951,2639.56,1495.75,timeout,4616.31,928.039,2497.12,75.821,318.133,898.389,309.07,728.689,592.909,637.546,304.702,308.622,timeout,712.973,546.77,529.751,timeout,2736.28,2286,620.67,868.796,575.987,1118.94,603.381,1479.91,454.862,265.445,953.243,771.123,344.409,446.117
c7cd1be9f812c99e94827cb361d693fc,b2005-p1-14x14c17h9-Ser3-0.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
c879ee8f60ca65a013da7774277e489e,randomG-n19-d05.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
cab122ecb0ca8f09d0e53eb81ac4bcf9,erin2_0x0_n207-379.cnf.xz,105.523,74.0054,73.2715,77.7093,76.4648,510.596,2396.88,2501.06,695.62,1786.92,557.737,1082.09,881.255,2711.66,3630.23,1296.06,1304.27,1099.52,1250.01,2212.32,2211.42,4967.89,4953.86,1499.51,655.012,4462.21,1407.42,timeout,903.975,1814.5,2780.8,210.813,596.859,258.024,1378.06,1463.65,1464.89,391.965,801.223,2254.87,2638.31,2628.85,1252.22,190.142,failed,failed,failed,1693.73,2592.45,1651.56,578.196,2071.34,2174.29,1942.53,778.671,1039.44,1194.64,700.764,2296.85,1310.9,93.062
cac3197a79f7b0166f8a22367b86c02a,sp5-21-15-una-nons-tree-noid.cnf.xz,216.92,1.80392,1.80253,1.82118,1.79617,1363.56,309.633,286.468,553.89,664.114,1097.49,361.824,636.406,614.719,97.5447,21.1961,418.714,414.85,51.3181,4914.55,4891.16,985.837,982.042,493.44,699.291,1618.56,1267.59,1816.82,578.459,60.312,2344.09,2207.24,357.48,89.6567,41.1115,timeout,41.8178,1.4778,631.612,631.998,470.223,955.175,569.486,400.935,169.469,170.225,483.057,70.5314,306.304,124.566,917.409,314.498,54.2812,59.3367,473.434,217.918,180.932,142.136,439.478,326.797,299.202
cc4ca544efe70ed7942a110b7e89dfd5,HCP-526-420.cnf.xz,202.777,80.0348,80.2559,78.9606,79.8514,105.601,205.99,142.575,100.751,103.887,178.661,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,3421.89,55.0645,433.224,70.8735,194.849,127.541,79.8191,62.1792,35.9827,126.754,111.557,223.637,97.2995,261.305,950.214,124.95,4551.28,timeout,timeout,4430.26,timeout,failed,failed,failed,1079.63,2305.83,182.433,82.5716,218.47,1301.66,1262.39,4335.67,160.107,timeout,165.591,220.262,184.238,timeout
cd60db7535dddb69068778af69e6a267,edit_distance035_393.cnf.xz,976.842,4051.26,4046.22,4010.35,4026.18,332.141,1045.4,timeout,1665.48,timeout,275.806,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,1777,1118.55,timeout,4087.68,timeout,879.356,timeout,timeout,2376.49,timeout,2892.85,1511.66,1024.19,1447.77,4306.49,1168.81,255.504,timeout,timeout,786.576,timeout,3081.73,3019,timeout,1341.23,2314.36,timeout,618.882,4264.59,1074.25,880.639,3930.02,126.821,469.729,744.247,290.438,609.949,3417.19
cdf559a186b55457ce49516ec323e907,at-least-two-traffic_kkb_unknown.cnf.xz,930.96,904.9,921.519,899.462,901.109,969.907,877.336,925.317,1258.15,1012.86,970.592,285.935,242.157,297.167,341.469,383.224,279.324,285.8,325.874,1372.55,1376.27,879.806,878.815,475.66,952.775,1195.37,219.285,245.741,396.571,195.857,375.561,191.984,253.429,270.274,267.088,249.366,272.031,344.055,383.766,277.183,404.802,409.218,218.64,186.502,279.361,285.693,283.047,306.086,220.904,473.249,445.377,458.703,249.071,341.784,164.907,459.769,262.857,482.617,436.288,319.67,335.537
ceed053b7c2e91dd761169faba1a5193,puzzle35_unsat.cnf.xz,508.55,1701.01,1707.53,1724.4,1699.09,761.733,1297.43,422.751,3929.15,3695.12,1707.17,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,816.105,448.034,1175.21,1094.66,268.346,timeout,1417.45,416.819,1245.96,timeout,timeout,2002.45,4691.63,1755.81,4031.01,timeout,1991.16,timeout,timeout,4174.2,failed,failed,failed,timeout,timeout,681.468,1452.52,timeout,timeout,timeout,timeout,timeout,4272.82,780.178,2146.38,timeout,timeout
cf5f4eb714cab56ce430af77d26e1a6e,MVD_ADS_S10_5_6.cnf.xz,0.888258,1.52997,1.52454,1.46098,1.46671,0.896547,1.02308,230.238,2528.96,0.899445,1.09181,261.087,250.256,142.667,258.653,264.347,262.641,261.551,139.164,timeout,timeout,timeout,timeout,0.710224,0.806919,1.23281,0.785787,0.631073,0.808569,0.65504,0.786495,0.735305,0.745985,0.622934,1.59572,1.83153,1.54803,427.192,429.401,429.78,511.076,508.495,403.614,436.011,0.448971,0.447636,0.446942,400.413,407.018,25.792,25.5736,452.197,450.167,458.454,426.601,428.66,timeout,455.336,458.649,455.492,452.163
cfc5b08fa24149afb9a67426dbe871e9,WS_500_32_30_10.apx_0.cnf.xz,timeout,1801.22,1778.12,1760.68,1850.24,timeout,1195.9,timeout,2154.4,4694.7,timeout,435.231,265.926,413.623,489.115,565.505,456.46,410.465,814.28,2384.17,2376.74,2649.14,2645.13,815.139,4887.09,4982.63,1788.19,2543.68,2219.88,3069.28,1697.55,1577.62,1816.28,2085.4,523.156,556.638,528.291,534.734,675.469,537.54,544.833,545.045,534.145,320.721,961.205,967.266,1331.86,538.037,522.323,2974.96,3195.51,858.251,1209.89,1195.93,337.206,522.125,2183.49,692.932,528.32,597.792,472.318
d0c760534508b543718285a3faad7ba9,Circuit_multiplier35.cnf.xz,278.961,187.449,188.157,187.17,185.849,733.801,266.085,250.425,411.187,144.028,149.956,timeout,730.8,2946.84,1960.62,1049.68,timeout,timeout,1832.71,timeout,timeout,443.218,440.068,947.024,104.126,970.838,1120.72,559.153,247.042,168.564,76.8872,48.2828,1093.49,465.819,970.407,605.771,1005.35,597.063,677.117,129.403,330.64,914.021,952.954,495.88,2138.54,2184.44,709.775,957.988,955.347,142.387,322.945,376.461,1188.22,177.21,475.535,481.07,3708.84,589.638,1300.97,128.92,436.326
d21b66364fecc9fc7aabbbb981274612,HCP-526-105.cnf.xz,79.1198,246.946,259.42,255.812,256.172,77.4716,215.355,57.7391,95.7174,83.3725,65.8336,timeout,3841.66,timeout,timeout,timeout,timeout,timeout,timeout,2272.63,2259.38,timeout,timeout,602.48,52.4059,254.035,227.346,291.674,214.231,77.0048,168.86,51.1217,65.4422,149.089,313.503,155.213,267.766,275.044,223.003,76.3346,505.661,499.814,150.005,1396.4,failed,failed,failed,2580.49,148.278,35.5627,68.3581,959.145,593.113,161.696,timeout,314.667,456.766,148.603,timeout,174.214,113.693
d2528d707d36e76d0230ed6918c97345,sted5_0x1e3-120.cnf.xz,740.171,1696.57,1695.24,1690.95,1664.41,2793.19,1696.97,961.133,984.482,919.925,3090.93,timeout,1026.95,1156.66,4141.12,4010.03,timeout,timeout,timeout,142.284,142.017,1995.71,2019.5,927.644,216.748,1441.65,155.806,490.854,2021.67,1920.4,96.765,434.923,210.008,55.0933,182.653,184.065,169.141,827.671,36.1193,306.327,376.242,383.018,48.0794,329.769,634.782,623.438,1742.52,46.8124,48.0792,2162.74,2015.29,66.3495,60.451,309.093,238.587,623.944,1419.99,99.4813,120.375,97.7129,289.086
d2ec1de194269f98dff6608ff097d031,vlsat2_111_1186.cnf.xz,35.3644,145.609,142.918,136.748,137.87,3.56755,32.4178,1507.91,72.0077,107.856,193.452,162.448,14.5103,18.0754,109.937,39.1702,163.93,163.978,14.6887,timeout,timeout,timeout,timeout,15.0799,74.2382,13.1114,25.8764,0.746785,11.0174,timeout,11.3033,99.056,1198.74,11.9553,4005.42,1299.58,95.898,6.64479,6.78463,6.79742,7.37856,7.44561,1246.94,timeout,12.845,12.6158,12.6267,638.653,712.323,173.981,9.71687,7.06629,6.99317,7.03794,6.78874,6.75855,6.82104,5.93579,5.92497,5.90123,5.89798
d328c11941d27fcabc1688663bdc64ea,erin2_0x1e3-216.cnf.xz,timeout,2782.31,2746.18,2756.31,2722.5,timeout,3076.61,4038.42,2796.13,3735.02,3096.8,timeout,timeout,2652.26,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,1632.82,812.904,timeout,529.991,timeout,timeout,timeout,443.494,2556.82,1092.87,4126.18,902.166,549.95,901.173,2425.5,3247.03,4142.08,3525.3,3598,4008.6,499.593,3804.83,3800.41,1557.46,1752.54,2236.28,timeout,4008.05,4769.53,timeout,4522.47,1036.4,2254.12,4174.23,1957.45,1565.55,2079.16,1520.19
d4a914e3e257179e39ec493a7d7b1140,ktf_TF-4.tf_4_0.06_52.cnf.xz,398.967,timeout,timeout,timeout,timeout,1087.79,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,1409.11,1604.56,852.756,timeout,301.788,882.34,1508.95,timeout,timeout,timeout,timeout,267.592,156.595,1386.71,347.002,349.833,3311.13,timeout,failed,failed,failed,timeout,timeout,3150.64,1293.32,308.101,321.401,977.667,705.446,44.0362,1441.14,590.1,526.764,200.518,423.788
d5325d628ea6ed001c5a99971b58deae,uum32.smt2.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,failed,failed,failed,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
