hash,filename,cadical_hack_gb,CaDiCaL_PriPro,CaDiCaL_PriPro_no_bin,CaDiCaL_PriPro_no_bin_no_proof,CaDiCaL_PriPro_no_proof,CaDiCaL_rp,CaDiCaL_sc2021,Cadical_SCAVEL01,Cadical_SCAVEL02,CaDiCaL_Stability_HC,cadical_watch_sat,clasp_336_HC_no_proof,clasp_336_HC_no_proof_crafty,clasp_336_HC_no_proof_frumpy,clasp_336_HC_no_proof_handy,clasp_336_HC_no_proof_jumpy,clasp_336_HC_no_proof_many,clasp_336_HC_no_proof_trendy,clasp_336_HC_no_proof_tweety,CleanMaple,CleanMaple_no_proof,CleanMaple_PriPro,CleanMaple_PriPro_no_proof,cms_expV_gbL,hCaD,hCaD_psids,hKis,hKis_psids,hKis_unsat,kissat_bonus,kissat_cf,kissat_crvr_gb,kissat_gb,Kissat_MAB,Kissat_sc2021_default,Kissat_sc2021_sat,Kissat_sc2021_sweep,lstech_maple,Maple_MBDR_BJL6_Tier2,Maple_MBDR_BJL7_Local,Maple_MBDR_Cent_PERM_10K,Maple_MBDR_Cent_PERM_75K,Maple_simp21,MapleSSV,MergeSat,MergeSat_nosimp,MergeSat_unsat,optsat_m21,optsat_R21,ParaFROST,ParaFROST_NoMDM,Relaxed_LCFTP,Relaxed_LCFTP_V2,Relaxed_LCFTP_V3,Relaxed_LCMDCBDL_BLB,Relaxed_LCMDCBDL_SCAVEL01,Relaxed_LCMDCBDL_SCAVEL02,SLIME_hess_no_rnd,SLIME_hess_rnd,SLIME_no_hess_no_rnd,SLIME_no_hess_rnd
4c6e57f5552d546278e192b6e332635a,SE_PR_WS_500_16_70_10.apx_0.cnf.xz,4990.7,timeout,timeout,timeout,timeout,timeout,3406.45,timeout,1796.22,timeout,timeout,3303.36,791.338,1232.42,3833.09,2633.46,3250.45,3660.93,2723.38,2850.2,2838.64,4019.78,3986,timeout,timeout,4480.31,2421.33,603.033,3205.66,154.661,578.419,2852.65,114.468,77.3702,1727.63,1062.93,1750.41,94.6965,219.392,2369.84,1632.73,1611.62,4913.21,1506.93,195.811,204.596,timeout,timeout,3653.15,timeout,136.156,1866.33,timeout,298.598,1160.49,711.802,3095.57,1402.62,226.875,350.35,1273.52
4d4cdde9fb75604e036fa38b786e5e5c,b2005-p2-12x12c10h7-Ser7-0.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
4fe36c662bbfba878bdc49f70bec1ead,vlsat2_44_545.cnf.xz,timeout,3870.21,3877.12,3812.62,3798.73,4886.96,timeout,timeout,timeout,4256.91,2070.73,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,1000.32,4955.23,2852.41,3900.64,3755.82,2347.36,2472.18,2558.87,4326.09,3079.7,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
50468d740d0d9cd69c43e4122014d60e,sted6_0x1e3-97.cnf.xz,90.9524,354.882,343.572,355.37,354.57,77.8207,694.496,48.3055,731.814,96.4002,91.467,timeout,349.061,69.0542,2891,490.622,timeout,timeout,timeout,193.265,192.093,929.527,927.129,851.322,349.808,160.078,103.076,480.29,823.029,1316.48,20.675,28.1158,44.4136,121.361,169.454,62.3025,169.891,283.381,267.614,520.294,427.608,421.702,571.011,159.72,1290.51,1021.33,1382.92,580.674,579.302,428.791,127.563,427.503,890.295,769.557,201.213,637.113,1318.22,624.941,149.474,579.003,451.326
50d081a4b18eecdd0bc120f634d57a26,randomG-n18-d05.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
51925dbfcd5534b312265098fd439b12,bvsdiv_19.smt2.cnf.xz,1322.32,1181.05,1155.08,1152.06,1197.2,1211.03,1444.28,1606.67,1420.87,1481.3,1283.68,timeout,4776.82,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,1825.74,1189.74,1588.3,1173.33,1434.64,1154.49,1152.93,1280.71,1358.33,1356.29,1453.45,1242.88,1761.77,1253.51,2616.04,3082.13,3118.74,2963.1,3532.33,3788.31,1526.22,timeout,timeout,timeout,3694.49,3703.52,1495.7,1608.21,2981.25,3622.49,3445.77,1891.2,2651.41,2886.99,2741.41,2599.64,2687.04,2668.69
51d9e3f41c95dfe6e1b73a525b8784be,sted2_0x0-343.cnf.xz,4324.8,2784.34,2745.43,2730.49,2701.85,timeout,3973.15,timeout,4078.2,timeout,566.164,136.175,1267.14,1311.08,timeout,1616.93,135.103,136.399,648.985,timeout,timeout,timeout,timeout,3922.85,timeout,timeout,2479.91,timeout,1307.94,timeout,3439.57,2088.04,1644.48,771.381,3533.75,2191.05,3607.01,1419.43,713.62,135.276,1393.24,1400.25,3382.69,618.69,2439.72,2439.35,timeout,660.296,1911.21,timeout,timeout,2297.77,359.735,723.378,229.105,2128.75,608.516,770.809,1093.46,139.382,681.911
52d591859e2047fa6c804d6424c55c74,satch2ways16.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,3428.69,3495.07,timeout,timeout,timeout,3185.84,3329.63,timeout,timeout,2032.44,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,failed,failed,failed,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
52d6e2f25ada36c0b802f544b084a140,20-100-lambda100-89_unsat.cnf.xz,340.633,301.612,290.437,274.771,297.015,348.988,404.288,365.108,357.183,370.446,343.141,timeout,timeout,timeout,2975.93,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,864.445,380.387,329.89,716.262,556.029,540.994,320.269,516.556,724.076,696.689,604.423,772.387,2055.14,787.501,468.099,465.467,370.516,494.83,476.18,826.825,757.79,failed,failed,failed,537.303,604.995,871.947,789.484,473.083,625.352,459.758,420.781,517.973,614.699,491.7,450.97,562.555,348.015
53c21f3e78f060883026b5a12ba691d8,maximum_constrained_partition_14_bits_n200.cnf.xz,130.043,11.0608,11.0516,10.7976,10.8211,18.7703,90.5178,56.9433,58.2085,66.7173,100.507,7.20881,137.958,158.723,270.699,2.06899,7.22534,7.16278,16.6677,49.7586,49.4271,217.687,216.778,67.9712,5.31532,19.0868,7.07141,68.8045,98.7602,62.4743,13.6252,122.243,21.4861,43.9532,11.5238,54.0677,95.154,20.3244,37.4933,167.122,54.3542,53.9381,13.7507,26.2071,failed,failed,failed,46.0776,44.8455,29.815,21.3451,64.4207,31.2432,42.1628,13.8069,29.5407,51.0832,14.2232,28.9253,14.0015,88.0042
5584cc467c09d0cab489238275c2b92e,sp5-21-15-one-stri-tree-noid.cnf.xz,478.268,72.7646,73.3204,72.6985,72.1121,30.7435,120.994,697.031,537.383,771.181,781.505,298.328,315.962,502.394,453.206,20.3898,316.272,290.963,262.825,4395.87,4800.37,3953.64,3930.5,555.894,90.3202,61.6961,88.2284,178.548,69.6836,9.84111,167.497,116.988,754.604,12.7197,14.259,1586.94,14.0538,68.3556,442.254,197.31,81.7126,82.8769,869.129,313.527,668.407,643.6,165.726,156.436,424.77,243.242,243.437,885.71,493.773,611.936,209.379,497.898,521.239,275.769,188.728,370.787,268.511
5593b61a1be6e0598236534041e71e74,spg_420_350.cnf.xz,204.947,435.419,441.972,431.726,439.927,195.526,438.935,387.869,1802.74,525.74,178.987,timeout,timeout,1277.23,timeout,timeout,timeout,timeout,timeout,728.362,727.003,2446.7,2523.57,390.765,177.099,245.046,229.917,840.505,689.228,58.2534,45.5905,46.9926,44.0059,151.939,3646.06,104.199,544.816,1849.35,709.898,387.51,164.179,175.195,602.474,96.1078,failed,failed,failed,574.903,247.053,168.107,135.139,493.209,308.869,207.11,215.148,110.361,216.353,384.224,timeout,306.111,765.086
564a68fffd2affabc1586d24a07b6c16,Mycielski-11-hints-2.cnf.xz,1368.8,1098.84,1070.05,1051.71,1058.72,1444.14,963.434,1358.16,2343.45,1544.8,1181.16,2291.88,1616.61,1152.45,2387.01,timeout,2377.96,2317.75,timeout,2747.88,2742.49,timeout,timeout,451.127,1704.41,1318.23,552.326,553.514,463.577,601.028,575.866,556.946,483.887,473.562,840.693,797.093,753.781,268.227,305.669,281.889,307.106,307.295,292.157,291.822,171.634,168.721,161.232,302.343,291.515,699.755,633.681,342.842,318.891,359.412,269.782,267.458,284.178,341.957,310.715,373.396,310.187
5696ebc151f271257ba3a98782667932,string_compare_safety_cbmc_unwinding_780.cnf.xz,1414.16,1025.42,1025.73,1016.34,1018.24,1105.2,945.797,980.971,1585.36,1427.1,1220.24,4798.64,timeout,timeout,4181.16,timeout,4393.91,4405.55,timeout,timeout,timeout,timeout,timeout,2377.3,793.443,1081.32,1336.53,1307,1080,956.146,1304.29,1154.65,1331.57,1386.58,1658.42,1642.19,1843.6,1526.34,3621.72,3231.13,3333.28,3022.24,2250.92,2856.5,failed,failed,failed,2056.75,2507.39,3737.5,3302.38,3227.81,3696.79,3946.66,4413.03,2420.88,3263.5,3796.33,3514.44,4032.84,4570.68
57ed70b2b94469babf71c5ee4290800e,edit_distance025_448.cnf.xz,713.056,timeout,timeout,timeout,timeout,timeout,timeout,1042.49,timeout,1305.43,3919.96,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,2338.02,timeout,timeout,1260.49,timeout,2513.24,1794.28,3268.11,1825.49,651.254,1486.47,1834.75,414.205,420.836,1692.66,timeout,timeout,timeout,timeout,4202.47,4921.77,3962.91,3841.84,1126.5,1666.57,1856.71,1850.46,519.495,558.001,1158.07,595.3,300.735,2401.6
58c58e6d9e00166bbeb845cd8d1f7ea8,b2005-p4-14x14c17h9-Ser8-0.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
59753830b55e81ed5e8a59609fdd4305,b2005-p5-12x12c10h7-Ser5-0.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
5a7042323ef6e8a5c06845289e668def,sted1_0x0-637.cnf.xz,819.374,2269.96,2264.16,2250.51,2234.08,841.042,610.504,3492.19,35.489,172.151,3867.87,4897.43,344.694,23.4438,timeout,timeout,timeout,4948.81,timeout,3983.61,3989.27,timeout,timeout,2141.3,827.189,738.682,4028.7,985.622,2798.62,4340.77,2167.51,4800.72,2186.28,1065.31,2449.99,1452.26,1797.99,1206.01,1517.77,988.949,1205.57,1212.63,1131.37,690.502,1233.61,1263.65,3138.05,1280.19,191.204,128.801,1657.83,764.86,513.369,802.911,878.786,944.298,1285.8,1649.4,1789.4,2028.71,497.902
5a9ce84a8725164c40c90d2eb420bad9,sted5_0x0_n90-157.cnf.xz,1076.72,136.797,138.518,134.584,129.772,705.525,2561.39,730.53,3539.21,92.4022,289.145,748.82,877.966,382.118,timeout,250.922,810.136,764.651,timeout,timeout,timeout,timeout,timeout,1071.98,2155.61,2014.02,366.307,1540.66,2452.31,1007,684.052,34.8091,240.361,622.756,944.424,188.611,3317.18,3120.37,686.734,736.257,2038.87,1994.93,1079.99,1443.03,2671.52,2647.08,536.322,timeout,215.935,2590.93,1825.96,185.441,1226.29,2808.6,915.691,812.785,296.868,333.002,338.698,1869.94,371.708
5b4b384351127c913bd3941bc63f790f,quad_res_r35_m36.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
5bc585c5aaba7f9f8faae4cfd1e6b5e8,sted4_0x0_n159-185.cnf.xz,836.626,588.771,622.454,594.631,590.699,3422.29,602.708,957.028,548.864,103.378,3273.3,timeout,1732.1,1629.86,2383.38,timeout,timeout,timeout,timeout,4654.67,4622,timeout,timeout,1982.26,1052.92,3601.7,140.283,2986.33,797.1,4806.85,55.7948,853.2,133.131,161.867,298.976,884.881,807.53,159.88,256.656,361.714,479.469,205.099,480.8,913.923,193.962,189.98,timeout,155.589,316.61,132.077,206.572,1997.63,453.216,329.783,658.716,636.25,171.13,1695.16,1429.48,2040.71,334.752
5c34b6844ed6a3fc57dccfc414af2851,SC21_Timetable_C_136_E_36_Cl_9_S_15.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,failed,failed,failed,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
5e933a625099cc1ec6a8299a7848a2ae,Kakuro-easy-112-ext.xml.hg_7.cnf.xz,524.798,139.138,139.036,136.082,137.043,1075.6,203.361,316.012,848.774,444.554,452.913,107.21,82.5865,416.089,263.316,162.638,106.949,106.509,119.515,1341.08,1334.28,1966.66,1912.21,699.109,154.835,1228.2,538.073,1043.66,48.2629,574.98,98.0837,71.8773,77.5021,201.909,159.727,215.408,171.708,222.734,419.875,404.699,311.864,314.113,183.055,437.182,131.468,128.408,131.646,235.121,204.559,465.411,147.672,363.226,296.022,276.962,253.81,576.765,390.887,494.42,448.284,601.333,464.488
5ea9d54e4eb8eeab1ff058471b9c83ca,sp4-33-one-nons-flat-noid.cnf.xz,79.5938,92.1628,91.9427,90.798,89.1731,61.5932,14.8096,4.35437,15.6955,137.896,100.998,8.86893,3.08744,16.4068,1.53459,16.6372,8.88684,8.91361,6.04222,283.168,283.01,4294.95,4278.41,35.9004,41.284,148.938,54.0566,117.387,116.931,5.13083,171.179,64.9055,80.058,12.36,2.08278,55.4981,1.09297,61.7613,122.768,72.7392,102.924,104.092,78.9549,179.571,116.395,117.412,233.913,80.4876,58.4708,0.123518,67.2366,22.0249,110.905,350.483,77.7084,164.164,26.6467,0.18224,0.181538,0.181622,0.181911
5f0edef6cc45f7e7157c4b3dee4cb88a,string_compare_safety_cbmc_unwinding_630.cnf.xz,621.029,744.611,761.525,734.761,732.684,615.448,688.306,621.117,1039.38,1015.26,691.377,3087.29,timeout,timeout,2497.13,4141.67,3085.69,3085.67,4274.13,timeout,timeout,timeout,timeout,1427.67,555.074,643.416,747.502,920.764,552.067,518.05,878.411,703.431,678.614,800.332,1008.06,1578.87,1228,1143.29,1932.01,2022.64,2480.35,2598.18,1587.39,2878.11,failed,failed,failed,1403.91,1163.78,4355.13,2169.02,2101.29,2427.19,2549.11,3426.62,2196.26,2319.63,2417.96,2437.29,2400.13,2375.72
5f46b414cc65b2e992e59f49d1f02be1,satch2ways12wu.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,142.756,62.3645,261.887,147.441,241.371,130.346,132.064,259.517,897.469,899.289,701.248,700.566,173.714,timeout,timeout,40.3741,39.3189,41.2034,36.2965,30.1417,30.8593,26.9793,13.4973,27.8484,58.0607,34.2785,119.16,118.372,108.75,259.93,264.383,83.6472,147.946,failed,failed,failed,92.6462,93.8885,9.33518,46.6445,115.911,108.306,94.4563,75.8034,111.778,40.3739,128.395,95.9869,177.191,92.5919
5fb0d1f02c02c6a7fb485707b637d7e4,bvsub_12973.smt2.cnf.xz,1912.83,4352.5,4350.34,4304.65,4335.28,timeout,1424.34,789.946,1042.05,2408.06,1083.51,3329.09,2630.26,timeout,3670.68,3893.27,3312.06,3336.29,1553.18,timeout,timeout,3707.82,3702.46,1862.02,2069.56,814.093,587.763,1289.55,666.926,1182.04,1231.83,1184.6,1148.35,1141.4,713.422,555.709,805.506,2109.64,1715.08,1336.68,1446.28,1494.13,1336.37,3356.61,failed,failed,failed,1741.73,1377.01,826.389,2607.26,1414.47,1087.98,1216.82,2126.34,1669.01,1372.42,1972.76,2362.13,1987.51,2117.75
603a2d6f8962be577c6609e70296b8ee,string_compare_safety_cbmc_unwinding_940.cnf.xz,1655.41,1623.13,1619.2,1647.22,1601.71,1918.13,1241.55,1694.55,2575.43,2140.32,1622.91,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,3727.85,1467.8,1581.49,1757.01,1991.4,1605.83,1415.98,1897.16,2055.19,1712.57,2050.48,2591,2963.34,2385.57,3269.45,timeout,4196.73,4532.83,4500.3,3267.19,4669.31,failed,failed,failed,3644.84,3546.29,timeout,4587.8,4679.36,timeout,timeout,timeout,3350.77,4304.4,timeout,timeout,timeout,timeout
60e3c2ba930b94c6b300ceeaf0ea5831,20-100-frag12-0_sat.cnf.xz,544.268,405.127,405.911,414.554,393.394,572.918,381.741,379.752,676.745,953.737,334.27,timeout,timeout,timeout,2775.66,timeout,timeout,timeout,770.663,4214.11,4207.82,2890.64,2883.57,114.02,430.122,592.255,597.714,819.492,801.735,784.686,300.19,582.343,696.948,227.54,520.985,150.397,541.357,216.057,320.226,253.887,159.936,159.704,160.852,400.579,failed,failed,failed,278.188,201.986,469.149,531.236,209.632,261.825,451.554,387.738,253.134,426.981,365.296,303.918,284.335,309.399
613be3fce8fa3e517d10e292f0a2542d,string_compare_safety_cbmc_unwinding_690.cnf.xz,967.98,700.463,704.576,725.019,693.6,889.271,947.773,869.949,1196.96,934.651,937.729,3806.06,timeout,timeout,3880.75,timeout,3821.74,3809.54,4967.71,timeout,timeout,timeout,timeout,1580.74,843.674,1075.93,856.959,1017.57,790.879,785.214,851.672,1019.54,900.726,976.744,1256.6,1644.46,1540.64,1835.78,2209.53,2566.3,2388.26,2585.48,1944.95,2638.6,failed,failed,failed,1956.76,1616.86,3201.8,3019.7,2856.48,2904.57,3117.83,3338.02,2440.51,2518.11,3497.61,3225.48,3152.33,3170.63
65138afdf7eb054be5131f2b0de84369,satch2ways12u.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,219.27,59.6481,89.8363,76.7621,203.877,219.487,236.721,317.722,1416.39,1412.78,1037.65,1033.3,160.594,timeout,timeout,38.3478,44.3715,40.4773,35.7871,28.3599,47.5104,25.8311,17.4339,28.7797,27.9154,25.7211,93.4731,105.382,94.078,287.355,287.538,83.2883,77.4679,failed,failed,failed,88.8146,100.99,31.6381,82.7637,126.724,126.46,142.456,79.1437,83.0651,186.49,82.5995,114.599,111.416,122.303
6598c721af124c67457841260ea66462,MVD_ADS_S7_6_6.cnf.xz,1.73731,2.22043,4.30978,2.18606,2.19303,1.74925,1.87207,352.515,3708.58,1.75428,1.98789,262.643,283.056,153.614,261.439,286.712,267.642,264.425,155.17,timeout,timeout,timeout,timeout,1.38467,1.65078,1.91386,1.43357,1.35289,1.50872,1.87161,1.44717,1.45772,1.3459,1.39863,2.34156,3.84834,2.34138,1414.29,1407.59,1433.42,1697.65,1708.2,1370.91,1433.28,1.15374,2.25183,1.16837,1375.3,1359.08,556.827,480.891,1500.88,1499.24,1543.55,1461.67,1434.13,timeout,1504.95,1500.73,1494.57,1492.64
65a5bf7228eb1d89159bc7aa431931b9,puzzle44_unsat.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,failed,failed,failed,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
67df7bd97e841395a4c75281423986cf,ktf_TF-6.tf_4_0.06_77.cnf.xz,568.208,2325.2,2271.69,2229.64,2236.27,133.15,132.858,2482.09,3607.8,timeout,131.677,timeout,timeout,2437.09,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,2139.09,59.2286,timeout,1367.93,timeout,841.299,2020.07,35.8219,421.588,705.146,89.8653,1533.45,824.492,1549.26,244.142,240.954,203.646,520.97,513.926,3603.07,timeout,failed,failed,failed,660.663,timeout,1079.49,38.8244,581.02,202.22,251.236,1114.84,42.1949,327.916,337.568,204.692,382.343,140.106
68cd50e5bfe00ca94867aa0dcf44055c,satch2ways15wu.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,2744.12,702.968,3959,3709.6,2977.98,2781.9,2693.3,timeout,2572.71,1685.73,3216.46,3929.73,3811.16,1503.16,timeout,timeout,timeout,timeout,failed,failed,failed,timeout,timeout,590.927,3524.86,timeout,timeout,timeout,timeout,4968.33,timeout,4037.9,timeout,timeout,timeout
68dc114bb8e479d8cc81faed8b2fceb5,Kakuro-easy-156-ext.xml.hg_7.cnf.xz,981.626,383.175,382.97,381.526,381.224,508.237,425.374,1096.06,852.334,478.502,1057.86,209.238,222.47,1121.33,782.013,186.409,209.722,210.627,311.958,1537.29,1534.63,2515.44,2523.26,491.684,831.397,2509.27,143.897,1674.95,219.232,4247.18,76.5037,289.263,201.669,132.147,510.181,270.585,241.982,190.144,369.393,367.896,408.885,399.657,256.173,528.186,465.239,459.481,456.431,392.37,275.647,392.576,638.063,634.465,361.064,587.489,509.071,442.978,399.149,454.447,396.81,445.204,576.679
6928072ce36429a1c094d89d333488a6,erin2_0x0-379.cnf.xz,1807.69,557.327,518.295,505.004,507.282,1743.18,1849.96,2797.79,1261.25,2111.97,675.894,1870,1636.92,1917.42,2723.32,timeout,1876.65,2256.46,566.329,2701.55,2699.7,timeout,timeout,874.524,703.078,860.185,724.892,1953.03,3176.76,796.536,203.083,1157.39,980.201,1328.71,2873.76,1109.79,2176.65,469.068,703.467,122.246,1045.51,1042.55,432.711,685.504,4918.84,4979.85,2823.36,1759.24,2194.03,1823.21,2362.93,148.106,859.443,721.956,1310.43,33.3172,236.658,1025.71,610.398,1494.93,858.106
69b0601bae0398d5a96942f725708fc3,20-100-p100-55_unsat.cnf.xz,2061.99,1516.73,1523.56,1601.63,1493.5,2336.02,1591.1,2193.49,2352.35,2414.34,2518.82,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,3143.9,3164.45,1455.09,3658.7,2585.55,2411.51,1389.71,3307.22,3422.99,2602.21,2430.28,2758.38,timeout,2832.93,3239.41,2826.65,2377.21,2776.59,2775.36,3748.96,3372.54,2991.1,2993.34,3314.78,3314.62,3233.05,3934.59,3552.9,4013.61,timeout,timeout,3548.5,2805.62,3449.97,4394,3259.61,3598.74,3117.87
6a3cc897a1b02977a34988536d887280,sted12a_0x1e1-67.cnf.xz,timeout,1121.53,1136.33,1134.61,1117.56,timeout,timeout,timeout,2370.18,timeout,timeout,timeout,timeout,timeout,2341.82,3785.68,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,12.9032,timeout,timeout,334.264,timeout,timeout,1906.37,timeout,874.949,timeout,timeout,timeout,timeout,1656.65,timeout,timeout,timeout,timeout,timeout,timeout,timeout,107.912,2816.72,timeout,2066.07,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,315.047,timeout
6b1d903a4f4178e0b3bb7dc2c8a98be6,puzzle37_unsat.cnf.xz,521.576,timeout,timeout,timeout,timeout,533.018,1054.95,timeout,timeout,3474.95,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,781.757,timeout,3977.04,timeout,timeout,timeout,timeout,timeout,timeout,4303.16,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,failed,failed,failed,timeout,timeout,4539.83,timeout,timeout,timeout,timeout,timeout,timeout,timeout,2168.85,timeout,2168.81,timeout
6b4c426e44beb04af5cfe1c84a6390fb,Circuit_multiplier33.cnf.xz,176.369,65.0243,64.4378,65.3025,63.605,129.85,92.541,77.049,479.596,78.7811,80.9079,903.63,631.884,565.575,532.255,507.761,925.54,900.818,365.186,581.597,579.348,2516.63,2505.96,133.922,123.071,82.2917,136.654,165.602,113.866,347.254,78.4744,168.293,295.826,220.03,80.1725,135.849,168.153,345.93,296.846,303.579,240.816,471.275,138.19,115.387,489.33,481.356,902.812,144.307,138.43,251.73,17.6181,397.371,738.04,400.362,112.936,138.343,2443.53,312.55,455.924,223.869,230.02
6b6dd0a8429c4ac10d5a662f8d3fed95,HCP-446-60.cnf.xz,592.352,526.544,519.193,512.007,520.706,611.391,602.756,418.515,1010.72,709.944,506.814,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,1490.97,353.937,576.422,51.7991,1045.82,777.223,552.018,285.514,234.23,51.3083,635.858,1064.22,2447.08,908.029,294.276,894.895,416.634,570.89,560.089,571.514,2073.19,failed,failed,failed,799.475,247.935,915.951,631.087,428.09,545.12,1149.95,777.965,537.216,486.353,534.454,517.424,286.066,294.129
6c34b7032712e16b08d97a0449d610e2,puzzle30_sat.cnf.xz,80.9023,522.542,512.538,506.28,500.419,468.245,715.019,173.52,775.656,675.994,208.551,timeout,3236.59,timeout,3446.13,timeout,timeout,timeout,timeout,timeout,timeout,1278.01,1122.84,timeout,164.589,95.9709,269.867,496.464,247.864,1080.84,644.297,1076.18,979.727,630.119,168.294,347.955,897.279,4149.4,timeout,3959.22,359.05,517.592,750.994,timeout,failed,failed,failed,4944.49,timeout,514.213,343.999,4067.41,634.188,1865.42,1295.42,2928.9,592.062,2027.08,1604.95,684.215,771.793
